"approximatePropCompleted","startDate","endDate","finished","MID","mTurkID","mTurkIDrepeat","FFQfreqDairy","FFQfreqChicken","FFQfreqTurkey","FFQfreqFish","FFQfreqPork","FFQfreqBeef","FFQfreqOther","FFQfreqEggs","FFQfreqFruit","FFQfreqVegetables","FFQfreqNuts","FFQfreqBeans","FFQfreqVegMeats","FFQfreqGrains","howOftenEatMeat","intentChangeFruitVeg","intentChangeMeat","ATDpurchContToSuff","ATDstandOfLive","ATDenviron","ATDreduceTrend","ATDhealthier","CONSIDprice","CONSIDnutrition","CONSIDhormones","CONSIDstandLiving","CONSIDtaste","CONSIDenviron","CONSIDother","CONSIDotherText","intellCows","intellPigs","intellChicken","intellFish","intellHumans","intellDogs","intellHorses","mediaConsumed","numDiscussions","feelTherm","goalEliminateMeat","goalReduceMeat","FFQtotalSumMeat"
0.941176470588235,"2016-08-09 13:59:33","2016-08-09 14:03:07",1,"32908a9f15d047b48a71f815ad6ac53d","32908a9f15d047b48a71f815ad6ac53d","32908a9f15d047b48a71f815ad6ac53d",14,3.5,0,0,1,3.5,0,0,1,1,1,0,0,14,6,4,4,5,1,5,6,4,NA,"Nutritional content of the product",NA,NA,NA,NA,"Other (please specify):","if it is local ",2,6,1,2,7,7,6,1,2,7,1,3,8
0.941176470588235,"2016-08-09 15:28:19","2016-08-09 15:32:02",1,"ad917e8393f51e5a82ce9f476f340d94","ad917e8393f51e5a82ce9f476f340d94","ad917e8393f51e5a82ce9f476f340d94",3.5,0,0,0,0,0,0,3.5,14,28,3.5,3.5,1,28,6,6,1,7,1,7,7,7,NA,NA,NA,NA,NA,"The environmental impacts of the product","Other (please specify):","health effects",7,7,5,3,7,7,7,5,5,10,7,7,0
0.941176470588235,"2016-08-09 16:33:16","2016-08-09 16:52:25",1,"e905cf4df9e54742fad29fb862ea177b","e905cf4df9e54742fad29fb862ea177b","e905cf4df9e54742fad29fb862ea177b",14,3.5,3.5,14,1,1,3.5,1,3.5,3.5,1,3.5,1,14,5,7,5,4,3,2,6,4,NA,"Nutritional content of the product",NA,NA,NA,NA,"Other (please specify):","whether or not I will havr stomach issue when I eat it, most meat has been making me feel very ill after eating",5,5,5,3,7,7,6,4,2,8,7,7,26.5
0.941176470588235,"2016-08-09 16:59:02","2016-08-09 17:02:39",1,"73162ef33cfb5668aa95a90b336b1502","73162ef33cfb5668aa95a90b336b1502","73162ef33cfb5668aa95a90b336b1502",14,14,0,3.5,1,3.5,0,0,14,14,3.5,0,0,28,6,4,4,2,6,2,3,4,"Price of the product",NA,NA,NA,NA,NA,"Other (please specify):","how it looks",5,5,6,5,7,7,6,0,0,6,1,1,22
0.941176470588235,"2016-08-09 19:03:07","2016-08-09 19:13:30",1,"0b3eb1a81108f60f4a276a222aefd6b0","0b3eb1a81108f60f4a276a222aefd6b0","0b3eb1a81108f60f4a276a222aefd6b0",3.5,3.5,1,3.5,1,3.5,0,1,3.5,14,14,14,1,14,6,5,3,5,3,6,5,6,"Price of the product",NA,NA,NA,NA,NA,"Other (please specify):","How natural the product is, in terms of animal raising, environment, processing, and ingredients.",5,6,4,4,7,6,6,2,1,8,1,3,12.5
0.941176470588235,"2016-08-09 19:09:57","2016-08-09 19:24:00",1,"254e12f2cba30cb4277a7de0d4411be6","254e12f2cba30cb4277a7de0d4411be6","254e12f2cba30cb4277a7de0d4411be6",14,3.5,3.5,3.5,3.5,3.5,0,3.5,14,14,1,3.5,0,14,6,4,5,6,2,4,3,2,"Price of the product",NA,NA,NA,NA,NA,"Other (please specify):","Color of the meat, smell, expiration date",3,3,3,2,7,5,5,2,2,8,1,3,17.5
0.941176470588235,"2016-08-09 21:35:40","2016-08-09 21:43:09",1,"204412d1fd538c2cf227c545f31c23c1","204412d1fd538c2cf227c545f31c23c1","204412d1fd538c2cf227c545f31c23c1",14,0,0,0,0,0,0,3.5,3.5,14,0,1,0,14,1,4,4,6,1,7,5,7,NA,NA,NA,NA,NA,"The environmental impacts of the product","Other (please specify):","i am a vegetarian and do not purchase meat",4,5,2,1,7,5,5,1,3,10,7,7,0
0.941176470588235,"2016-08-10 08:42:29","2016-08-10 08:46:58",1,"5e723eed279bfb93666c63eb94268bee","5e723eed279bfb93666c63eb94268bee","5e723eed279bfb93666c63eb94268bee",3.5,14,3.5,0,1,3.5,0,3.5,1,3.5,3.5,14,0,14,5,5,4,1,2,1,2,1,"Price of the product",NA,NA,NA,NA,NA,"Other (please specify):","How big the portion is",5,4,3,1,6,6,5,0,0,3,1,2,22
0.941176470588235,"2016-08-10 11:22:30","2016-08-10 11:28:04",1,"5533b23bfcdd656d634d9a93033d073f","5533b23bfcdd656d634d9a93033d073f","5533b23bfcdd656d634d9a93033d073f",14,0,0,3.5,3.5,3.5,1,14,3.5,14,3.5,0,3.5,14,6,5,7,3,6,4,7,1,NA,"Nutritional content of the product",NA,NA,NA,NA,"Other (please specify):","Whether it will cause an allergic reaction.  I have several",3,7,2,1,7,5,5,0,0,3,1,1,11.5
0.941176470588235,"2016-08-12 00:36:55","2016-08-12 00:56:00",1,"1ee7e00b4e6c2b00df1b00a1455f62f0","1ee7e00b4e6c2b00df1b00a1455f62f0","1ee7e00b4e6c2b00df1b00a1455f62f0",1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,1,1,1,3.5,6,6,4,2,4,2,4,3,"Price of the product",NA,NA,NA,NA,NA,"Other (please specify):","type of cut of meat",4,6,3,4,6,5,5,1,2,3,2,4,21
0.941176470588235,"2016-08-14 15:28:53","2016-08-14 15:32:51",1,"d4d7cf6a05b078e608d73e47e8985a06","d4d7cf6a05b078e608d73e47e8985a06","d4d7cf6a05b078e608d73e47e8985a06",0,0,0,0,0,0,0,0,28,28,28,28,28,28,1,4,4,4,4,4,4,4,NA,"Nutritional content of the product",NA,NA,NA,NA,"Other (please specify):","vegan",4,4,4,4,4,4,4,0,5,5,7,7,0
0.941176470588235,"2016-08-14 16:57:09","2016-08-14 17:01:54",1,"af240dcebc7f741219ac1a1ca2aea40d","af240dcebc7f741219ac1a1ca2aea40d","af240dcebc7f741219ac1a1ca2aea40d",14,3.5,3.5,0,0,1,0,14,28,14,3.5,3.5,3.5,14,4,5,4,2,6,2,6,4,"Price of the product",NA,NA,NA,NA,NA,"Other (please specify):","Kosher",5,6,6,4,7,7,6,0,3,7,2,5,8
0.941176470588235,"2016-08-14 17:59:28","2016-08-14 18:07:09",1,"6fec7a16d615db45a27879eb8fc09160","6fec7a16d615db45a27879eb8fc09160","6fec7a16d615db45a27879eb8fc09160",14,3.5,3.5,0,1,3.5,3.5,1,1,1,0,0,0,3.5,5,4,4,4,3,4,4,3,"Price of the product",NA,NA,NA,NA,NA,"Other (please specify):","Brand I trust to provide quality product",5,4,4,3,6,6,5,0,0,5,1,3,15
0.941176470588235,"2016-08-14 21:28:55","2016-08-14 21:32:33",1,"3197023cb30496b5fa8ac5b1252fbd9c","3197023cb30496b5fa8ac5b1252fbd9c","3197023cb30496b5fa8ac5b1252fbd9c",14,3.5,1,1,3.5,3.5,1,1,3.5,14,1,3.5,0,14,6,5,5,2,3,3,3,4,"Price of the product",NA,NA,NA,NA,NA,"Other (please specify):","grass-fed, pasture-raised, ""humane"" raising as it reflects on nutritional values (omega 3 preferred over omega 6, for instance)",3,5,2,2,7,5,4,0,0,5,2,5,13.5
0.941176470588235,"2016-08-17 20:42:47","2016-08-17 20:49:00",1,"2c95501d9eb37cc2c913e3d004a0c6ff","2c95501d9eb37cc2c913e3d004a0c6ff","2c95501d9eb37cc2c913e3d004a0c6ff",14,0,0,3.5,0,0,0,14,14,14,3.5,14,3.5,28,6,5,4,3,3,5,5,1,NA,"Nutritional content of the product",NA,NA,NA,NA,"Other (please specify):","whether it includes poultry, red meat, or pork, which I do not consume",4,5,4,4,6,5,5,2,1,10,7,7,3.5
0.941176470588235,"2016-08-18 11:04:59","2016-08-18 11:09:54",1,"a91dbf42525d7314f82cc9ecb7e21857","a91dbf42525d7314f82cc9ecb7e21857","a91dbf42525d7314f82cc9ecb7e21857",14,3.5,3.5,3.5,1,3.5,1,0,3.5,3.5,3.5,1,0,3.5,6,5,3,5,2,4,6,4,"Price of the product",NA,NA,NA,NA,NA,"Other (please specify):","What recipes I want to make",4,5,5,4,6,6,6,0,2,10,6,6,16
0.931372549019608,"2016-08-09 11:44:45","2016-08-09 11:47:24",1,"e924edac2705c1ca4029f243168b8842","e924edac2705c1ca4029f243168b8842","e924edac2705c1ca4029f243168b8842",1,3.5,1,1,1,3.5,1,14,3.5,14,3.5,3.5,3.5,3.5,4,6,5,4,3,4,5,4,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,5,6,3,2,7,6,6,0,0,5,1,6,11
0.931372549019608,"2016-08-09 11:44:32","2016-08-09 11:47:46",1,"1681a1cee4a4ae348512225c78aeac9d","1681a1cee4a4ae348512225c78aeac9d","1681a1cee4a4ae348512225c78aeac9d",14,14,3.5,3.5,3.5,14,3.5,14,14,14,14,14,14,14,6,6,3,6,6,6,2,6,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,6,6,5,2,7,6,6,0,2,8,3,5,42
0.931372549019608,"2016-08-09 11:44:08","2016-08-09 11:48:07",1,"b6db1b01fc8acda9807ca1a31a89b252","b6db1b01fc8acda9807ca1a31a89b252","b6db1b01fc8acda9807ca1a31a89b252",14,3.5,1,3.5,3.5,14,1,3.5,3.5,14,1,3.5,3.5,3.5,6,4,4,2,4,3,5,3,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,5,5,2,5,7,7,5,0,0,1,1,3,26.5
0.931372549019608,"2016-08-09 11:43:58","2016-08-09 11:48:12",1,"9df72210ce3579cc5c81bd64589cd3ab","9df72210ce3579cc5c81bd64589cd3ab","9df72210ce3579cc5c81bd64589cd3ab",14,14,3.5,1,1,3.5,1,3.5,3.5,3.5,3.5,3.5,1,3.5,4,5,4,7,6,6,5,6,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,4,3,3,4,7,6,5,5,2,6,2,5,24
0.931372549019608,"2016-08-09 11:45:15","2016-08-09 11:48:12",1,"af911c45b70047d61991c7d3e4f8dad7","af911c45b70047d61991c7d3e4f8dad7","af911c45b70047d61991c7d3e4f8dad7",1,3.5,0,1,1,1,0,3.5,28,14,14,14,1,14,4,4,4,1,4,5,6,6,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,3,6,2,1,7,3,3,0,0,5,1,7,6.5
0.931372549019608,"2016-08-09 11:45:44","2016-08-09 11:48:40",1,"02899a0a2dd5745ac05c448d477bbdfa","02899a0a2dd5745ac05c448d477bbdfa","02899a0a2dd5745ac05c448d477bbdfa",14,14,3.5,1,14,14,0,1,14,14,1,1,0,3.5,5,4,4,2,4,2,2,3,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,4,4,2,2,7,6,5,3,0,4,1,5,46.5
0.931372549019608,"2016-08-09 11:45:55","2016-08-09 11:49:12",1,"6b55f5c2afc78f671985fe8b3f162f0e","6b55f5c2afc78f671985fe8b3f162f0e","6b55f5c2afc78f671985fe8b3f162f0e",14,0,0,3.5,0,0,0,3.5,14,14,1,3.5,0,1,4,6,4,5,1,6,4,4,NA,"Nutritional content of the product",NA,"Whether the animals had a good standard of living",NA,NA,NA,NA,5,7,4,4,7,7,6,0,2,10,6,7,3.5
0.931372549019608,"2016-08-09 11:46:03","2016-08-09 11:49:12",1,"67a9d0c9a449a6b509c6650d6d794040","67a9d0c9a449a6b509c6650d6d794040","67a9d0c9a449a6b509c6650d6d794040",14,3.5,3.5,1,3.5,3.5,0,14,14,14,3.5,1,0,14,6,5,4,4,4,2,3,3,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,4,5,4,4,7,6,5,1,0,5,1,1,15
0.931372549019608,"2016-08-09 11:45:13","2016-08-09 11:49:23",1,"a83b25c33aebf65e7a0e8d679aca8a6a","a83b25c33aebf65e7a0e8d679aca8a6a","a83b25c33aebf65e7a0e8d679aca8a6a",3.5,1,1,1,0,0,1,3.5,3.5,3.5,3.5,1,3.5,3.5,5,4,4,6,6,5,5,5,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,6,5,5,4,7,6,5,1,1,6,4,4,4
0.931372549019608,"2016-08-09 11:44:13","2016-08-09 11:49:39",1,"65076897897ee4d8fc10f1d7d3beda13","65076897897ee4d8fc10f1d7d3beda13","65076897897ee4d8fc10f1d7d3beda13",14,14,3.5,1,1,1,1,1,28,14,1,1,1,14,6,4,4,5,2,5,5,5,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,5,4,5,5,6,5,5,0,0,7,3,5,21.5
0.931372549019608,"2016-08-09 11:45:01","2016-08-09 11:50:19",1,"664aabfad9beb5361e1d37f995f15989","664aabfad9beb5361e1d37f995f15989","664aabfad9beb5361e1d37f995f15989",3.5,3.5,3.5,3.5,1,3.5,0,3.5,14,14,1,3.5,1,14,6,5,4,5,3,4,5,6,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,5,7,5,3,7,7,6,2,1,5,3,5,15
0.931372549019608,"2016-08-09 11:44:19","2016-08-09 11:50:27",1,"4952c49e1dbd9a221b557127617029dd","4952c49e1dbd9a221b557127617029dd","4952c49e1dbd9a221b557127617029dd",1,1,0,28,1,1,0,1,1,28,1,28,0,28,6,4,4,1,7,1,2,2,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,2,4,1,1,7,3,3,1,0,0,7,7,31
0.931372549019608,"2016-08-09 11:45:57","2016-08-09 11:50:34",1,"390e12188d94ca9cb291256fc74d8cbd","390e12188d94ca9cb291256fc74d8cbd","390e12188d94ca9cb291256fc74d8cbd",3.5,1,14,0,3.5,0,0,3.5,0,14,0,1,0,14,6,5,4,5,1,5,6,7,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,4,6,3,2,7,5,5,0,1,6,3,7,18.5
0.931372549019608,"2016-08-09 11:45:11","2016-08-09 11:50:42",1,"6402cfa90951d633eabf60fac3130cf1","6402cfa90951d633eabf60fac3130cf1","6402cfa90951d633eabf60fac3130cf1",14,14,3.5,3.5,1,3.5,3.5,1,14,14,14,3.5,1,14,6,4,4,4,4,4,5,5,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,7,7,7,5,7,7,7,0,0,10,1,2,29
0.931372549019608,"2016-08-09 11:45:33","2016-08-09 11:51:10",1,"03c107fd9bb36b622052e1832c7c0151","03c107fd9bb36b622052e1832c7c0151","03c107fd9bb36b622052e1832c7c0151",3.5,3.5,0,0,3.5,3.5,0,3.5,3.5,3.5,1,1,0,3.5,6,4,4,4,4,4,5,4,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,4,4,1,1,6,4,5,1,0,5,1,2,10.5
0.931372549019608,"2016-08-09 11:48:08","2016-08-09 11:51:14",1,"92f01d89d58c5f019429a7218df800e3","92f01d89d58c5f019429a7218df800e3","92f01d89d58c5f019429a7218df800e3",3.5,1,1,0,3.5,0,0,3.5,3.5,3.5,1,0,0,14,6,5,4,5,2,6,4,4,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,5,4,4,4,7,6,6,2,0,7,2,4,5.5
0.931372549019608,"2016-08-09 11:47:26","2016-08-09 11:51:45",1,"d75bbb1de77613d5d1da060d02677837","d75bbb1de77613d5d1da060d02677837","d75bbb1de77613d5d1da060d02677837",1,3.5,3.5,1,1,3.5,1,3.5,14,14,1,3.5,0,14,4,5,4,4,4,5,4,5,NA,"Nutritional content of the product",NA,NA,"How the product tastes",NA,NA,NA,3,1,2,1,7,5,7,0,0,7,2,5,13.5
0.931372549019608,"2016-08-09 11:46:35","2016-08-09 11:51:58",1,"a04d3cb8ed494591820bfd4c91201d48","a04d3cb8ed494591820bfd4c91201d48","a04d3cb8ed494591820bfd4c91201d48",14,3.5,1,1,3.5,3.5,0,0,3.5,14,1,0,0,3.5,6,5,4,7,1,7,5,5,"Price of the product",NA,NA,"Whether the animals had a good standard of living",NA,NA,NA,NA,7,7,7,2,7,7,7,0,0,5,1,1,12.5
0.931372549019608,"2016-08-09 11:46:43","2016-08-09 11:52:04",1,"10aabf785496f4b14abd4f7fa2e3e760","10aabf785496f4b14abd4f7fa2e3e760","10aabf785496f4b14abd4f7fa2e3e760",28,1,0,0,0,1,0,0,1,3.5,0,3.5,0,28,5,4,4,4,4,4,4,4,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,4,4,4,4,4,5,4,0,0,5,1,3,2
0.931372549019608,"2016-08-09 11:46:53","2016-08-09 11:53:14",1,"c7215339dacf1e58243b6b5a64178167","c7215339dacf1e58243b6b5a64178167","c7215339dacf1e58243b6b5a64178167",14,3.5,3.5,3.5,0,1,0,3.5,14,14,3.5,3.5,3.5,14,2,4,4,5,3,5,5,5,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,5,5,4,4,6,6,5,1,0,7,1,3,11.5
0.931372549019608,"2016-08-09 11:50:54","2016-08-09 11:53:22",1,"0f51f4b8aacf4f6dce1f455349e5e1f5","0f51f4b8aacf4f6dce1f455349e5e1f5","0f51f4b8aacf4f6dce1f455349e5e1f5",14,0,0,0,0,0,0,3.5,14,14,1,3.5,3.5,14,1,6,4,5,1,6,5,7,NA,NA,NA,NA,NA,NA,"Other (please specify):","I do not buy meat beccause I am a vegetarian",5,5,5,6,6,6,6,1,4,10,7,7,0
0.931372549019608,"2016-08-09 11:50:07","2016-08-09 11:53:39",1,"05503c645effc71f509d059a18b7a845","05503c645effc71f509d059a18b7a845","05503c645effc71f509d059a18b7a845",3.5,3.5,1,1,3.5,3.5,1,3.5,14,3.5,3.5,3.5,0,3.5,5,6,4,1,6,2,4,2,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,4,5,3,3,7,6,5,2,0,3,1,2,13.5
0.931372549019608,"2016-08-09 11:51:58","2016-08-09 11:54:17",1,"b2a3f7e5d3b6d5ad8b940ab50706097d","b2a3f7e5d3b6d5ad8b940ab50706097d","b2a3f7e5d3b6d5ad8b940ab50706097d",1,3.5,1,0,0,3.5,0,3.5,1,3.5,1,3.5,1,1,6,5,3,6,2,6,4,4,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,3,6,4,3,7,6,6,0,0,4,1,3,8
0.931372549019608,"2016-08-09 11:50:02","2016-08-09 11:54:38",1,"c0cbb18f1342ffe9f4b351f61b01b14e","c0cbb18f1342ffe9f4b351f61b01b14e","c0cbb18f1342ffe9f4b351f61b01b14e",14,3.5,3.5,3.5,3.5,14,0,14,14,14,3.5,3.5,1,14,6,4,4,5,5,5,6,3,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,5,5,2,2,7,6,5,0,1,4,1,5,28
0.931372549019608,"2016-08-09 11:49:04","2016-08-09 11:54:53",1,"036658c29fd4b056110fb735b6612e8c","036658c29fd4b056110fb735b6612e8c","036658c29fd4b056110fb735b6612e8c",3.5,3.5,0,1,3.5,3.5,0,14,3.5,3.5,3.5,3.5,0,28,6,4,4,4,2,5,5,4,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,3,3,3,2,7,6,5,0,2,6,2,5,11.5
0.931372549019608,"2016-08-09 11:52:23","2016-08-09 11:54:56",1,"b823fe34f3e4b5304ebe5c753ed78b6a","b823fe34f3e4b5304ebe5c753ed78b6a","b823fe34f3e4b5304ebe5c753ed78b6a",3.5,1,0,3.5,0,1,0,1,3.5,3.5,1,1,1,3.5,4,4,4,7,1,7,5,7,NA,"Nutritional content of the product",NA,NA,"How the product tastes",NA,NA,NA,5,7,5,5,7,7,6,10,5,8,5,7,5.5
0.931372549019608,"2016-08-09 11:51:53","2016-08-09 11:54:57",1,"e9b994737bd5867e319aa35109e35a36","e9b994737bd5867e319aa35109e35a36","e9b994737bd5867e319aa35109e35a36",14,3.5,3.5,1,3.5,3.5,1,1,3.5,3.5,3.5,1,0,14,6,5,4,5,2,4,6,5,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,5,7,5,2,7,7,7,2,0,6,1,2,16
0.931372549019608,"2016-08-09 11:52:30","2016-08-09 11:55:59",1,"fe42bb329a8b1bb7c689beccd05492b8","fe42bb329a8b1bb7c689beccd05492b8","fe42bb329a8b1bb7c689beccd05492b8",28,28,28,28,28,28,3.5,28,28,28,28,28,0,28,6,4,4,2,6,2,2,2,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,4,4,4,4,7,6,4,0,0,0,1,1,143.5
0.931372549019608,"2016-08-09 11:47:48","2016-08-09 11:56:04",1,"df802ad469b015c0d9814236927c2ce9","df802ad469b015c0d9814236927c2ce9","df802ad469b015c0d9814236927c2ce9",3.5,3.5,1,1,0,1,0,3.5,3.5,3.5,0,0,0,3.5,4,7,3,6,1,6,6,6,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,3,2,2,1,7,6,5,2,5,10,5,6,6.5
0.931372549019608,"2016-08-09 11:48:40","2016-08-09 11:56:14",1,"50d40c5ce491d396dce2ae7327c26362","50d40c5ce491d396dce2ae7327c26362","50d40c5ce491d396dce2ae7327c26362",14,3.5,1,3.5,3.5,3.5,0,14,14,14,3.5,3.5,3.5,3.5,6,4,4,7,1,7,6,6,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,6,7,4,5,7,7,5,10,0,8,1,2,15
0.931372549019608,"2016-08-09 11:52:46","2016-08-09 11:56:24",1,"9e721a4aa6484b41e68cf555de3dda85","9e721a4aa6484b41e68cf555de3dda85","9e721a4aa6484b41e68cf555de3dda85",14,3.5,3.5,1,0,14,14,3.5,3.5,3.5,1,3.5,0,14,6,7,2,5,2,4,4,7,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,2,2,2,2,6,5,3,1,3,8,2,5,36
0.931372549019608,"2016-08-09 11:53:54","2016-08-09 11:56:25",1,"1f4d846c7df51d678072d457dcf67a5d","1f4d846c7df51d678072d457dcf67a5d","1f4d846c7df51d678072d457dcf67a5d",3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,1,3.5,0,3.5,5,5,4,7,3,5,5,3,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,5,5,5,6,7,5,5,2,0,9,3,4,21
