"approximatePropCompleted","startDate","endDate","finished","MID","mTurkID","mTurkIDrepeat","FFQfreqDairy","FFQfreqChicken","FFQfreqTurkey","FFQfreqFish","FFQfreqPork","FFQfreqBeef","FFQfreqOther","FFQfreqEggs","FFQfreqFruit","FFQfreqVegetables","FFQfreqNuts","FFQfreqBeans","FFQfreqVegMeats","FFQfreqGrains","howOftenEatMeat","everEatenVeg","startVegDiet","endVegDiet","intentChangeFruitVeg","intentChangeMeat","ATDpurchContToSuff","ATDstandOfLive","ATDenviron","ATDreduceTrend","ATDhealthier","CONSIDprice","CONSIDnutrition","CONSIDhormones","CONSIDstandLiving","CONSIDtaste","CONSIDenviron","CONSIDother","CONSIDotherText","feelTherm","goalEliminateMeat","goalReduceMeat","location","female","highestEDU","highestEDUother","yearBorn","income","FFQtotalSumMeat"
0.932038834951456,"2016-06-24 21:26:28","2016-06-24 21:38:54",1,"f3256aece73efa4965244e92fb695e21","f3256aece73efa4965244e92fb695e21","f3256aece73efa4965244e92fb695e21",3.5,3.5,3.5,3.5,0,3.5,0,14,14,14,14,1,0,14,6,1,"10/1985","3/1987",4,4,5,1,5,6,5,NA,NA,NA,NA,"How the product tastes",NA,"Other (please specify):","what I can fix for my husband who is extremely underweight with no known reason...so I try to feed him protein through meat with a well-rounded meal",5,2,3,"Texas",1,5,NA,1947,3,14
0.922330097087379,"2016-06-23 12:45:17","2016-06-23 12:48:49",1,"7a5cffd98115e61d6bb44b8cc2e9b1a7","7a5cffd98115e61d6bb44b8cc2e9b1a7","7a5cffd98115e61d6bb44b8cc2e9b1a7",1,0,0,3.5,0,0,0,1,14,28,3.5,14,3.5,3.5,2,1,"01/2010","02/2015",4,1,7,1,7,2,7,NA,NA,NA,"Whether the animals had a good standard of living",NA,"The environmental impacts of the product",NA,NA,10,7,7,"Nevada",1,5,NA,1985,3,3.5
0.922330097087379,"2016-06-23 12:44:45","2016-06-23 12:49:06",1,"9ddd0e9532be9f45d06a2e50412f2647","9ddd0e9532be9f45d06a2e50412f2647","9ddd0e9532be9f45d06a2e50412f2647",28,3.5,3.5,0,1,3.5,0,3.5,14,14,3.5,1,0,28,4,1,"01/2010","06/2010",6,5,4,2,5,4,4,NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,8,2,5,"Michigan",1,3,NA,1981,2,11.5
0.922330097087379,"2016-06-23 12:43:29","2016-06-23 12:50:29",1,"b188b859b75b5085360912e2abd157ba","b188b859b75b5085360912e2abd157ba","b188b859b75b5085360912e2abd157ba",0,1,3.5,1,14,0,3.5,28,14,28,28,0,14,14,3,1,"03/12/2015","06/052016",3,5,4,4,7,3,5,NA,"Nutritional content of the product",NA,"Whether the animals had a good standard of living",NA,NA,NA,NA,3,6,4,"California",NA,5,NA,1987,5,23
0.922330097087379,"2016-06-23 12:45:55","2016-06-23 12:50:38",1,"22c75f2a16f6649d533d5693204fc3a9","22c75f2a16f6649d533d5693204fc3a9","22c75f2a16f6649d533d5693204fc3a9",14,1,1,0,1,3.5,0,3.5,3.5,1,3.5,1,0,3.5,5,1,"04/2012","06/2012",5,4,5,5,5,6,5,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,6,4,6,"Wisconsin",1,5,NA,1980,5,6.5
0.922330097087379,"2016-06-23 12:43:12","2016-06-23 12:50:44",1,"938eea3fb82936acdb36d549e963d659","938eea3fb82936acdb36d549e963d659","938eea3fb82936acdb36d549e963d659",3.5,14,1,3.5,0,1,1,3.5,28,14,1,3.5,1,14,5,1,"01/2006","6/2013",7,3,7,1,5,5,7,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,9,7,7,"Maryland",1,6,NA,1978,7,20.5
0.922330097087379,"2016-06-23 12:42:52","2016-06-23 12:51:03",1,"f65310bf54725f2fa56e0f521f1469ba","f65310bf54725f2fa56e0f521f1469ba","f65310bf54725f2fa56e0f521f1469ba",14,3.5,0,1,1,3.5,0,3.5,3.5,14,3.5,3.5,0,14,6,1,"06/10/1984","09/20/1986",5,4,5,3,5,4,6,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,7,2,5,"Rhode Island",0,5,NA,1956,3,9
0.922330097087379,"2016-06-23 12:45:06","2016-06-23 12:51:26",1,"2599429debb5782d7ea0e0c694b888e0","2599429debb5782d7ea0e0c694b888e0","2599429debb5782d7ea0e0c694b888e0",14,3.5,1,1,1,3.5,1,14,14,14,3.5,3.5,1,14,5,1,"06/2015","08/2016",7,3,2,5,3,3,4,"Price of the product",NA,NA,"Whether the animals had a good standard of living",NA,NA,NA,NA,8,3,5,"Pennsylvania",0,3,NA,1990,3,11
0.922330097087379,"2016-06-23 12:47:28","2016-06-23 12:52:29",1,"548f7974567205925fb974d6dde2d4aa","548f7974567205925fb974d6dde2d4aa","548f7974567205925fb974d6dde2d4aa",14,14,3.5,1,3.5,3.5,0,14,14,14,14,14,0,14,6,1,"07/03/2015","08/04/2015",5,3,4,4,5,4,5,NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,7,2,3,"Colorado",0,7,NA,1971,2,25.5
0.922330097087379,"2016-06-23 12:53:15","2016-06-23 12:58:44",1,"2b2c93c55579ca079d083af7bcbe18c6","2b2c93c55579ca079d083af7bcbe18c6","2b2c93c55579ca079d083af7bcbe18c6",1,1,1,1,0,0,0,3.5,14,14,3.5,14,3.5,14,2,1,"02/2016","04/2016",6,2,7,1,6,5,6,NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,10,6,7,"Pennsylvania",1,5,NA,1976,7,3
0.922330097087379,"2016-06-23 12:52:17","2016-06-23 12:59:14",1,"79e51fbd3ad84e6c1e1d17b1c1da900f","79e51fbd3ad84e6c1e1d17b1c1da900f","79e51fbd3ad84e6c1e1d17b1c1da900f",14,3.5,0,14,1,3.5,0,14,28,3.5,1,3.5,1,14,4,1,"05/2008","05/2016",6,4,6,1,6,5,4,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,10,7,7,"Texas",NA,3,NA,1997,0,22
0.922330097087379,"2016-06-23 12:58:11","2016-06-23 13:01:24",1,"afeb83864329c41179ca2485ea7a22e7","afeb83864329c41179ca2485ea7a22e7","afeb83864329c41179ca2485ea7a22e7",14,3.5,3.5,3.5,3.5,3.5,1,3.5,14,14,14,3.5,3.5,3.5,6,1,"01/2012","03/2012",4,4,4,3,5,5,4,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,9,4,4,"Ohio",0,3,NA,1979,6,18.5
0.922330097087379,"2016-06-23 12:57:36","2016-06-23 13:02:39",1,"28e1032946f63d2cc5cb6278188f6cc5","28e1032946f63d2cc5cb6278188f6cc5","28e1032946f63d2cc5cb6278188f6cc5",3.5,3.5,0,3.5,3.5,3.5,1,3.5,3.5,14,1,1,3.5,14,6,1,"08/2010","10/2012",4,3,4,1,4,4,5,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,6,5,6,"Washington",1,3,NA,1997,0,15
0.922330097087379,"2016-06-23 12:58:20","2016-06-23 13:03:48",1,"18baea71fa1824d9e4940ec4f5f05336","18baea71fa1824d9e4940ec4f5f05336","18baea71fa1824d9e4940ec4f5f05336",14,1,0,0,0,3.5,0,3.5,14,28,14,14,3.5,14,4,1,"09/1981","02/1984",4,4,5,2,4,6,5,NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,5,1,2,"Oregon",1,5,NA,1963,1,4.5
0.922330097087379,"2016-06-23 13:07:15","2016-06-23 13:09:24",1,"b6432114ba4ee63e2e2ff2960c081b9f","b6432114ba4ee63e2e2ff2960c081b9f","b6432114ba4ee63e2e2ff2960c081b9f",14,3.5,1,1,1,1,1,3.5,14,14,3.5,1,1,14,4,1,"5/1/2012","11/15/2012",6,4,5,5,5,5,5,NA,"Nutritional content of the product",NA,NA,"How the product tastes",NA,NA,NA,6,5,3,"Iowa",1,5,NA,1990,3,8.5
0.922330097087379,"2016-06-23 13:05:38","2016-06-23 13:09:45",1,"7baf88ca3f5bb75cf0626cd120bef710","7baf88ca3f5bb75cf0626cd120bef710","7baf88ca3f5bb75cf0626cd120bef710",14,3.5,3.5,1,0,0,0,3.5,14,28,3.5,3.5,1,14,6,1,"01/1993","10/1993",4,4,5,2,5,4,5,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,9,1,5,"Missouri",1,5,NA,1977,0,8
0.922330097087379,"2016-06-23 13:03:39","2016-06-23 13:10:07",1,"82a92c5b33fd00bb3aea99aa205fd0bc","82a92c5b33fd00bb3aea99aa205fd0bc","82a92c5b33fd00bb3aea99aa205fd0bc",14,3.5,1,3.5,1,1,0,3.5,14,14,1,3.5,0,3.5,4,1,"01/01/1999","06/01/2009",7,1,6,1,7,6,7,NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,10,4,6,"Texas",1,5,NA,1949,4,10
0.922330097087379,"2016-06-23 13:08:41","2016-06-23 13:12:51",1,"04c7004595baa1010972c655efac1cac","04c7004595baa1010972c655efac1cac","04c7004595baa1010972c655efac1cac",14,3.5,3.5,1,3.5,3.5,3.5,1,14,14,3.5,3.5,1,14,6,1,"01/2015","06/2015",7,2,6,2,5,5,7,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,8,2,5,"Virginia",1,7,NA,1975,6,18.5
0.922330097087379,"2016-06-23 13:10:08","2016-06-23 13:13:00",1,"a6ad143ea9f9760a0511e086ca5cc847","a6ad143ea9f9760a0511e086ca5cc847","a6ad143ea9f9760a0511e086ca5cc847",14,28,3.5,28,0,14,14,3.5,1,3.5,1,3.5,28,28,4,1,"091713","6232016",3,5,3,5,3,6,5,NA,NA,NA,"Whether the animals had a good standard of living",NA,"The environmental impacts of the product",NA,NA,7,3,4,"Tennessee",0,5,NA,1987,5,87.5
0.922330097087379,"2016-06-23 13:09:58","2016-06-23 13:13:00",1,"40cc6d9634ffe93ead1fa4d5b382e182","40cc6d9634ffe93ead1fa4d5b382e182","40cc6d9634ffe93ead1fa4d5b382e182",3.5,14,3.5,3.5,3.5,14,14,14,14,14,3.5,3.5,14,3.5,5,1,"04/2010","06/2014",5,3,5,2,5,5,5,NA,NA,NA,"Whether the animals had a good standard of living",NA,"The environmental impacts of the product",NA,NA,4,6,6,"Michigan",0,5,NA,1987,7,52.5
0.922330097087379,"2016-06-23 13:09:41","2016-06-23 13:13:26",1,"820acec8e7e6867c42f2f0372404a56c","820acec8e7e6867c42f2f0372404a56c","820acec8e7e6867c42f2f0372404a56c",1,3.5,1,14,3.5,3.5,3.5,3.5,14,14,3.5,3.5,14,28,6,1,"08/2009","06/2011",4,4,4,1,6,3,5,NA,"Nutritional content of the product",NA,NA,"How the product tastes",NA,NA,NA,6,6,7,"California",0,5,NA,1989,4,29
0.922330097087379,"2016-06-23 13:05:35","2016-06-23 13:13:26",1,"c3339a3774307f1f8bd9a64fb593a746","c3339a3774307f1f8bd9a64fb593a746","c3339a3774307f1f8bd9a64fb593a746",14,3.5,1,0,3.5,3.5,1,3.5,14,14,3.5,3.5,1,3.5,5,1,"02/2010","03/2010",5,4,5,1,6,5,5,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,7,1,3,"Florida",1,5,NA,1983,4,12.5
0.922330097087379,"2016-06-23 13:10:18","2016-06-23 13:14:12",1,"ace0c874ef81c373aaff05740f2975f5","ace0c874ef81c373aaff05740f2975f5","ace0c874ef81c373aaff05740f2975f5",1,0,0,0,1,1,1,1,1,1,1,0,0,0,4,1,"2/12/06","8/24/06",7,4,1,5,1,6,6,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,10,2,6,"Virginia",0,1,NA,1978,0,3
0.922330097087379,"2016-06-23 13:08:38","2016-06-23 13:14:52",1,"156d069785d1ec203d65b4ad8e34a7a4","156d069785d1ec203d65b4ad8e34a7a4","156d069785d1ec203d65b4ad8e34a7a4",3.5,3.5,3.5,3.5,0,1,0,3.5,3.5,14,14,1,0,3.5,4,1,"02/2006","12/2009",4,5,2,4,5,4,6,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,3,5,6,"California",0,7,NA,1952,7,11.5
0.922330097087379,"2016-06-23 13:12:07","2016-06-23 13:15:26",1,"89d5035671f62fd405cd737e1e3d35bb","89d5035671f62fd405cd737e1e3d35bb","89d5035671f62fd405cd737e1e3d35bb",14,3.5,3.5,3.5,3.5,3.5,1,14,1,14,14,14,1,14,6,1,"03/2016","05/2016",4,4,5,3,5,5,4,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,5,1,2,"Maryland",1,5,NA,1985,4,18.5
0.922330097087379,"2016-06-23 13:11:42","2016-06-23 13:15:29",1,"7f0093e2391ffc78ee1e49541b68b73a","7f0093e2391ffc78ee1e49541b68b73a","7f0093e2391ffc78ee1e49541b68b73a",14,3.5,0,0,1,0,0,3.5,14,14,3.5,0,3.5,14,4,1,"09/2015","03/2016",6,5,1,4,1,2,1,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,2,1,3,"Pennsylvania",0,5,NA,1986,4,4.5
0.922330097087379,"2016-06-23 13:15:11","2016-06-23 13:20:10",1,"6ecec689339c59e6e619d4d7e940b912","6ecec689339c59e6e619d4d7e940b912","6ecec689339c59e6e619d4d7e940b912",14,3.5,3.5,1,1,3.5,1,3.5,3.5,14,1,1,1,3.5,4,1,"02/01/2005","09/01/2005",4,4,4,4,4,4,4,"Price of the product",NA,NA,NA,NA,NA,"Other (please specify):","product freshness.",NA,4,4,"North Carolina",0,3,NA,1971,4,13.5
0.922330097087379,"2016-06-23 13:17:13","2016-06-23 13:21:31",1,"ace9a86c64f4ef8008e6ea77618364f1","ace9a86c64f4ef8008e6ea77618364f1","ace9a86c64f4ef8008e6ea77618364f1",14,14,1,3.5,14,3.5,0,3.5,3.5,14,3.5,3.5,0,28,6,1,"04/24/2016","05/01/2016",5,4,6,4,5,4,6,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,9,1,3,"Kentucky",1,5,NA,1985,0,36
0.922330097087379,"2016-06-23 13:14:39","2016-06-23 13:22:16",1,"1cd65df70eb2c9562b728907f4bc708d","1cd65df70eb2c9562b728907f4bc708d","1cd65df70eb2c9562b728907f4bc708d",14,0,0,0,0,0,0,0,28,14,1,14,0,14,1,1,"1/1/2001","6/23/2016",6,3,6,1,6,6,6,NA,"Nutritional content of the product",NA,NA,"How the product tastes",NA,NA,NA,10,7,7,"Alabama",0,5,NA,1951,2,0
0.922330097087379,"2016-06-23 13:19:52","2016-06-23 13:23:00",1,"4f06163fbf646481f12ea270bd9adf1c","4f06163fbf646481f12ea270bd9adf1c","4f06163fbf646481f12ea270bd9adf1c",3.5,3.5,3.5,1,3.5,3.5,0,3.5,14,3.5,3.5,3.5,1,14,6,1,"01/1999","06/1999",5,4,2,6,2,5,2,"Price of the product","Nutritional content of the product",NA,NA,NA,NA,NA,NA,6,1,5,"Texas",1,6,NA,1973,5,15
0.922330097087379,"2016-06-23 13:19:59","2016-06-23 13:24:11",1,"e154a8db5a602884a0d83474b72da789","e154a8db5a602884a0d83474b72da789","e154a8db5a602884a0d83474b72da789",14,3.5,0,3.5,1,1,0,14,3.5,14,3.5,3.5,0,3.5,6,1,"05/2009","12/2009",4,4,6,3,5,6,2,"Price of the product",NA,"Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,5,1,3,"Louisiana",1,6,NA,1982,4,9
0.922330097087379,"2016-06-23 13:20:39","2016-06-23 13:24:14",1,"d306722298c3ab529369c0b1de13694b","d306722298c3ab529369c0b1de13694b","d306722298c3ab529369c0b1de13694b",14,1,1,3.5,3.5,1,0,3.5,14,14,14,3.5,3.5,3.5,6,1,"07/2014","01/2015",5,4,4,3,5,5,5,NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,8,3,5,"Washington",1,5,NA,1981,2,10
0.922330097087379,"2016-06-23 13:24:00","2016-06-23 13:26:48",1,"6de413c0794b0804a1bdcfc3925171e2","6de413c0794b0804a1bdcfc3925171e2","6de413c0794b0804a1bdcfc3925171e2",14,3.5,3.5,3.5,1,3.5,3.5,1,14,14,3.5,3.5,14,14,6,1,"05/2014","06/2015",5,2,7,2,7,7,7,"Price of the product",NA,NA,"Whether the animals had a good standard of living",NA,NA,NA,NA,10,5,7,"Texas",1,6,NA,1992,7,18.5
0.922330097087379,"2016-06-23 13:21:25","2016-06-23 13:27:29",1,"c5610571d63b33377c8975dddeefd5cc","c5610571d63b33377c8975dddeefd5cc","c5610571d63b33377c8975dddeefd5cc",14,0,0,3.5,0,0,0,14,28,14,14,3.5,3.5,14,4,1,"08/2000","12/2001",5,4,3,2,6,6,5,NA,NA,NA,"Whether the animals had a good standard of living","How the product tastes",NA,NA,NA,6,5,6,"Florida",1,7,NA,1981,4,3.5
0.922330097087379,"2016-06-23 13:24:15","2016-06-23 13:29:15",1,"0b6bb1223f73ff39b9aeb760869da8b3","0b6bb1223f73ff39b9aeb760869da8b3","0b6bb1223f73ff39b9aeb760869da8b3",14,3.5,3.5,3.5,3.5,3.5,1,3.5,14,14,3.5,3.5,1,3.5,6,1,"10/30/2014","7/15/2015",5,3,5,1,6,5,5,"Price of the product",NA,NA,"Whether the animals had a good standard of living",NA,NA,NA,NA,5,1,3,"Illinois",1,5,NA,1990,1,18.5
0.922330097087379,"2016-06-23 13:20:23","2016-06-23 13:29:19",1,"fdf97d69ca93a147a2f0e459d650d446","fdf97d69ca93a147a2f0e459d650d446","fdf97d69ca93a147a2f0e459d650d446",14,14,1,0,3.5,3.5,1,1,3.5,14,3.5,1,0,28,6,1,"06/2007","08/2007",7,4,7,1,7,5,6,NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,10,1,6,"Pennsylvania",0,3,NA,1989,3,23
0.922330097087379,"2016-06-23 13:20:29","2016-06-23 13:34:42",1,"e4daa7888aa2feff4b648fd377583644","e4daa7888aa2feff4b648fd377583644","e4daa7888aa2feff4b648fd377583644",3.5,3.5,3.5,1,1,1,0,3.5,14,3.5,14,1,3.5,3.5,6,1,"02/2015","04/2015",6,2,6,2,7,6,7,NA,NA,"Whether the product is antibiotic and/or hormone free",NA,NA,"The environmental impacts of the product",NA,NA,8,6,5,"Arizona",1,2,NA,1982,1,10
0.922330097087379,"2016-06-23 13:30:26","2016-06-23 13:36:00",1,"52efec5f8377adc4d5c9d99754aad328","52efec5f8377adc4d5c9d99754aad328","52efec5f8377adc4d5c9d99754aad328",14,3.5,0,3.5,3.5,3.5,3.5,3.5,3.5,14,14,3.5,0,1,6,1,"06/01/2009","08/30/2010",7,4,5,2,5,5,5,NA,NA,"Whether the product is antibiotic and/or hormone free","Whether the animals had a good standard of living",NA,NA,NA,NA,8,2,3,"California",1,5,NA,1960,2,17.5
0.922330097087379,"2016-06-23 13:29:34","2016-06-23 13:36:29",1,"ae989961f4a5c470e6656abe03f2673b","ae989961f4a5c470e6656abe03f2673b","ae989961f4a5c470e6656abe03f2673b",3.5,3.5,1,3.5,1,14,1,3.5,14,14,1,3.5,0,14,6,1,"05/01/2009","10/31/2010",6,5,1,3,4,3,3,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,8,2,3,"Minnesota",1,5,NA,1977,4,24
0.922330097087379,"2016-06-23 13:29:49","2016-06-23 13:37:42",1,"9593b4deaa7c20e1384cd0ed9ac62ce7","9593b4deaa7c20e1384cd0ed9ac62ce7","9593b4deaa7c20e1384cd0ed9ac62ce7",3.5,3.5,3.5,3.5,1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,1,"5/2016","6/2016",4,4,5,5,5,5,5,NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,10,3,5,"Texas",0,3,NA,1958,1,18.5
0.922330097087379,"2016-06-23 13:34:23","2016-06-23 13:40:38",1,"75b3b5ea1617ff674b8d352b38d0a911","75b3b5ea1617ff674b8d352b38d0a911","75b3b5ea1617ff674b8d352b38d0a911",14,3.5,1,3.5,0,0,0,3.5,14,14,3.5,3.5,3.5,14,5,1,"06/1999","11/2009",4,4,3,3,2,5,3,NA,"Nutritional content of the product","Whether the product is antibiotic and/or hormone free",NA,NA,NA,NA,NA,7,3,5,"Pennsylvania",1,5,NA,1985,2,8
0.922330097087379,"2016-06-23 13:32:37","2016-06-23 13:40:54",1,"1d39bc917e1a64d9f233225a981529f1","1d39bc917e1a64d9f233225a981529f1","1d39bc917e1a64d9f233225a981529f1",3.5,3.5,3.5,1,3.5,3.5,1,3.5,3.5,3.5,0,3.5,1,14,6,1,"02/2095","03/2096",5,3,6,2,5,6,6,"Price of the product",NA,NA,NA,"How the product tastes",NA,NA,NA,7,2,5,"New Hampshire",1,3,NA,1964,2,16
0.922330097087379,"2016-06-23 13:29:15","2016-06-23 13:42:43",1,"87bb7dbe46a42cd87155900d5ce109aa","87bb7dbe46a42cd87155900d5ce109aa","87bb7dbe46a42cd87155900d5ce109aa",28,28,1,28,28,14,14,0,28,28,14,3.5,14,28,3,1,"12/2015","1/2019",7,1,5,6,3,6,7,NA,"Nutritional content of the product",NA,NA,NA,"The environmental impacts of the product",NA,NA,10,3,6,"Indiana",1,6,NA,1986,9,113
