"mTurkID","treatment","block_id"
"7f0093e2391ffc78ee1e49541b68b73a","control",690
"45ed867082c8cd3c43ef384462f33114","control",555
"680a8abc3987f1572ae99fbbdc7a13a4","veg",393
"c128809fe1aaa29ebc7e1bdfde4ca356","reduce",36
"81021bb563c143af88084d10e9915b90","reduce",625
"23d08794160243175cea384b327c3344","control",337
"af6349b5e7a05cd1efc47cc21dccc987","veg",611
"8c5a38d18af80c5dfc15602ee50a395b","reduce",29
"9593b4deaa7c20e1384cd0ed9ac62ce7","reduce",907
"8acc24c4d36bea9189905936a164d738","veg",751
"91b15109dcef904cd4cbf6f747a24ecf","reduce",212
"8972a9b0afa407d10a5969b3b7b55fc9","veg",903
"34621e78786c96fe4007e9f21e58736e","reduce",370
"3cb4ddb599f59d03f2a03744d0ce3e0a","reduce",826
"c3f93ce5e155dfcff59d7e001d6a46c9","reduce",2
"a1029d6abfaa14b1eb19aae3120e9099","control",487
"672507ded95699206bb345786f806fda","reduce",749
"06e52cb3a221cb9b1360929123144b93","veg",377
"f8969c6046c8700d5ddee0c4a7c5ed55","control",0
"0734262c95c8e1de335b7376753f410f","reduce",137
"ffce0052b3f680212360ae418c61b620","veg",37
"23bcbf1bc4caa3401bcb7b59657d7aaa","control",28
"47df0515ab3be1515adbed56b39f74ea","reduce",240
"b803717105156bb9e73aa92783090219","control",709
"f6d291cee7f2631d270f663f62905366","control",848
"3b9852053b9f8f096ab177e80ad13248","veg",888
"750c5dcc02d5d6abfabff61ce6927f6d","control",366
"d074aba2304c2c3b98f9ddd19fd5e40f","control",78
"e2863be063c7e0d7447e7646d78a5b86","reduce",259
"47b41593db79c1a6dc6ac13d92cb1761","reduce",38
"f3f2219ffa143357531a586882349fbd","control",871
"a525c2479f26ed00c471293e9a99f4c2","reduce",404
"bc8189ca8b4db0048e3740fcb73a4e50","veg",722
"95c720ab454c8d2dd9532d04b596c927","veg",221
"ada958252698d223a075471b87b3ca06","veg",525
"8bf9a8946542f6b7b0470fd52344e4ff","veg",555
"5f8606b4b3ccff1f76f8e21ce9c95afb","reduce",273
"f3c259e0ce1d383b2ad24dc9c0c5dfbb","veg",306
"dfa7a0355471ee94dbffae320b418f32","veg",692
"d5fe84acd7fb1486fae40f53b5562f80","control",154
"fc19272170c0ec72d9603fda5586823e","control",470
"b23e65b4075c9686a0d995ee20d80601","control",950
"6fbf61cf703286a0647f9a8aca332af5","veg",0
"3f10600c1b7c316c2ce9192edb9cc10b","control",208
"895af0f1aff07b78b6084d9f72491c97","veg",902
"de7efd533a449b6d813bb09666b23e09","reduce",334
"70a28c188bbf62692bd2435e64b87e3b","reduce",773
"5125e1e6eddaf300336ed1c6fd772d94","veg",482
"22afc9131e2f27b3500708d27327c839","control",0
"8d2b14a7bd822c6660e7ed388ca80f31","veg",977
"2642def121a524ddeeb891acef94644b","veg",184
"66c31855f87dee26ee69af6f13983983","control",438
"5b5fa78ece88da4a6f02f80d8d35e3de","control",350
"dc641d5540368b720952ef6761548525","reduce",954
"eca159b5b2022c2d7446b1bcbea58c42","reduce",123
"cc3417a45a66fe6bb1634127fe94692d","reduce",725
"dd30b4e74f84a3cd2e8e3cde16424262","reduce",880
"865597e931ecbd0efb8a3abd92bcb390","control",770
"20e9ff477fede7c02aa29f561bb494d6","veg",853
"17452fe6112dd2bfeabf78c60261ce46","control",581
"b188b859b75b5085360912e2abd157ba","veg",0
"8dcfe5e6bc31f9add980f7afefc55106","control",864
"cc8924728a397a74b6e2e45b941d2230","reduce",179
"fbbe4e69b57d2391cf9b5c8ed256697e","reduce",265
"48f5424c74e1a20482a71fd038acffa2","reduce",178
"5a0769fb9a3d1abb3f96f4a8d6dd12eb","reduce",724
"0cea52eb74605bc2d5007ca6f595f6e5","control",521
"e28183f0cbb42d16997f7f7071bd32fc","reduce",0
"3906c4a1cfd74a0a5485dca52467927f","veg",509
"aaac41c30dfae3d4249aefde155acd17","veg",385
"c1953ee627c4750f06ed2af6dd29d8c9","veg",380
"41732a030d5790edced5258a58e08646","veg",686
"6e95db9d81e8c5d2204856c6b4b684b0","veg",412
"1137e7883514f4a90e544bdc6f976b82","reduce",868
"f318000227a79ff176dfd412878fc947","control",313
"78ba94b977fc4918c6c876d421d8c984","reduce",976
"516591996ed2c04a12b81fa7531293b6","reduce",167
"bdca1a9414cad970bbf1e7b17b544b6b","veg",446
"bac4b2ed592148a1ffe67de1991613e0","veg",355
"97afecba17a05d778b74d0dc640b92d1","veg",354
"fb9516f830f341eda8023fc3b1df2fb2","reduce",250
"2350f8e3709029883800aa1f68edf2eb","reduce",801
"0e939412b416ab0badd7390dc3fe35f8","control",671
"6e778e5299bc8b39cf719064d2b2ca50","veg",51
"9a81395f34d3cb4e2aba7cb24c1c796a","veg",311
"f724957d07ac75c67821aa1fbf81116e","veg",358
"f180925bbb8120b363c8675124c5531e","control",850
"0c36f50a96c134db54d7765d9ae1b6f0","reduce",340
"08613e5e3c1fbc68076ab91aff6d51be","veg",426
"1fa3f7c6e2aba0e24881cc674bb8d765","control",511
"b5f223808c742b30a4dc99a385d1c4a5","veg",186
"4ffb002e4ff67aa337c5504c8a4fc691","veg",834
"f82b6ae8877f3f384ce8282a9b2fbbd9","control",162
"3311472fa50ae99b039b848af3f380ed","reduce",40
"ddbab7f3be83c80c378da4889de71140","reduce",246
"0349c45d419bafa433160604bf56e16e","control",58
"56604944f3bb9c56780f7bb0b0f6a538","control",22
"1bbab8486ced84f54d451aa2f8fec59a","reduce",451
"8f71a23f507f73aae19a0d46b0476f78","control",500
"0334f9a505fc499162a940e933a2e9d7","veg",753
"477a78b2e2c25834a4002549195487e0","control",241
"716930f6cae11d8c507375aa64e15aee","veg",258
"58121371482e0528447e2ef46f463b10","veg",0
"964049948562674c11157227878b1b32","reduce",867
"0b17caf38f800383a6c111475bbf205e","reduce",578
"70006540ae266f4816b29ae457d3e067","control",764
"06b69ddbaf6aad3b5932b8ce3c86a8f5","reduce",341
"c1b3358857d0a7bda0ebe58610c41cd0","reduce",599
"4cd0252bbf7c660e214a6c52437f9bc4","control",467
"25b100e2b60cccf4e293dd0d724467b3","control",235
"a9bebcbeb05f14360c2f564e589179d3","reduce",949
"0164514c6c2a4f5706a16fcfcd1e0d98","reduce",83
"d53e05c3ac188d1bf7e5d053a6b1649c","reduce",523
"b8592d025e70cfb6e42916e4463f6632","veg",543
"9aff6459e13ec0c8e25504cb12dc5704","veg",196
"f74d3e11ee4c73036bf27f18d9479d8f","veg",331
"f5b9915f8bc8ca8cc96b9bda1d8b4cdd","veg",726
"52e8c81c3129e78d797e925f8c6ef7eb","veg",244
"4d2d801ba9f21b627c7a168ac5a31574","reduce",928
"5fef07bc4cc7f3940ed9ac76ca97539f","control",170
"ea31a3fa1cab3b17ac9d2e172e091e6b","veg",145
"d7935d436e9a1d6f112a2cc67b622921","control",440
"cbcb303556ebd49dbef614a374d14af8","reduce",717
"01aea2b572c73312a481063ad338e7ce","veg",126
"4224b078813732ed4b48532386d01ba9","control",398
"6b28bb5c539838c3d494ffbb11cdbd37","reduce",942
"7c4e2399c83a18a5d90c1a32af5d9a1b","reduce",322
"614a259af1bccedcaedc4b2114f1f2cf","veg",193
"1771c1b86242fcb35e22f9a48a47d274","veg",560
"3058fc2f25f8b48e02a1068be8d9af50","reduce",500
"e443de321e6b36755f60dba9e51f8e1d","veg",905
"9f252f33aad1c697e46569d5f4d0ec90","reduce",315
"ace9a86c64f4ef8008e6ea77618364f1","veg",764
"da796fa96e510dfe3d4bcc55db5d43b5","control",807
"b4a06ecaea71d18d1473025e716a2a50","control",185
"a0d1d0b40c596e349cf3320a7a7338b1","veg",577
"f621ac7035f12dc949d5233c54e4b3d5","control",436
"4802271187dc41641569deba565a99c0","reduce",854
"fe18b11e75ef96177e1c17dea08a8d95","reduce",839
"cdfb8b3d503b3ce688d0c73a0739eb27","control",57
"c3117165cf550ab40f5c02940c142022","veg",561
"48a73ca9caf883b4e7c803e6a0800f3f","reduce",865
"b163124c6404768460452e92089f9a6a","veg",897
"0e83d4754577bb95382d7d55df99912f","control",823
"99225708b70cd5b7acc0f416955c9f65","reduce",937
"e69b4ff68c4d25551424714bf9d28c52","control",634
"193d43d6acc02fbcc300977f6c1e16c1","veg",55
"52bd8962f6895325dc11b9188ae5676a","reduce",385
"60a79bcba558ccc54897419b299a57ec","reduce",150
"d53e05c3ac188d1bf7e5d053a6b1649c","reduce",523
"8a498269669c6bf171cd66de3c6e0df4","veg",327
"70435fa54af283110c5e29bd83bc673b","control",135
"2599429debb5782d7ea0e0c694b888e0","reduce",719
"64f69c15ae9a0f5f8fbbec3d38b66dbe","reduce",639
"12d45835165f480b23966f736431f264","control",728
"09ecb6b1e83afaf0787317039934b5f9","veg",210
"b8bdbe63ee53cb7656e140c3ed3207dd","reduce",738
"aef97ea0100eb8536197e01b8fc9aa66","veg",709
"a857ef7c728d84a6ac1d0dad2ee13857","control",338
"4042ed0e79ee742f3e9364c437000a19","control",463
"e9acc505699beaec7ad265ec6b877f5d","control",358
"c9d12944d1552dd755801d11bd83dbe5","reduce",400
"59a925ed5d5ebb0b223156c931a44b50","control",37
"301be2ec99735695f5d7140aa11d4cb0","veg",164
"9cfb5eafcc49a308ed11e8221dcfd58a","reduce",684
"15463aed0901cff86f7d152ead29c85f","reduce",855
"52ba20de5c7b5d68c4834778ed39cbab","control",290
"fff56b391a00edb78de3e99f8309e875","reduce",852
"fc19272170c0ec72d9603fda5586823e","control",470
"530fbbbf3949f9d9313345719cd2c8bd","control",267
"1afd8bc61c77039ff5935e2d43529091","reduce",613
"30d798a818163a5fae59cfd26b6a6e46","veg",634
"d059d70df17b60333655206b6b6543c9","veg",582
"826f5005050a82e564a7abf2a1eb2d42","veg",259
"8453a82d67c8aab19554e3652954b4ee","reduce",101
"a6e7fc1fb9698528ab364648b84d2f68","reduce",0
"f61a187964689426bead4273c08ec701","reduce",364
"839ec60ed061dc0c09e91edebaf2b1d9","veg",114
"3953537f58ff173c08fa80da0c16a2fd","control",875
"3953537f58ff173c08fa80da0c16a2fd","control",875
"b5c25cad6c00e9df29debcd19522ef50","veg",646
"0633b58c850a867f0ed5e10ee4b0d636","control",80
"a1c967427d2c843369f97ac1c427d5f2","reduce",93
"34c50618485b8a32ce1da75239393034","veg",289
"84ffa22d900bf0cc903fd51d4d18a06b","reduce",0
"7ca6595fca1da2aad647034ff023ec67","veg",524
"a1d2a630db33103ea0884442079f9744","veg",693
"2b17d0751548182716680c1ff91b8ae6","veg",181
"477a78b2e2c25834a4002549195487e0","control",241
"06e52cb3a221cb9b1360929123144b93","veg",377
"46d45321967e6bbfc9a8a9b906bf6d2b","reduce",616
"536c3a89745095ded67563b3a4ade99c","veg",82
"d89a995c8ae38d551bc454e0e8b4e2c1","reduce",254
"cf7a0eb59e6ae291c5a6623f57406382","control",152
"3f79e15ee6808847e5daa641deb461e3","control",473
"ed1dee7204fc8b0f19bca5c420c306b2","veg",396
"f0b6599d8625ecd014653de83c431a64","control",742
"b03029e9dc29c5222efd77d8c43c503d","veg",491
"f318000227a79ff176dfd412878fc947","control",313
"489889502f7dac7241bd48d8fac0fe93","reduce",193
"225ace8cc9b3c4df6c287f79712d0327","reduce",33
"2c47806d5befd0436ae0caff7283ccda","reduce",28
"56c6a744643cb59cb88b0fd1469817e8","control",769
"af31e62f193041ddadbfd7f7e6750e2c","reduce",735
"8d3090f3883414b2b469986141c55096","reduce",569
"65973771b733646abcfb3bd6c5780357","veg",710
"b118cfdd254e1394cdd7c6283dc3de21","reduce",754
"8e48a789755a2913a600b5c6a1fcd098","veg",31
"7925e9ed7b3499f04777ac55fcbaffcb","reduce",131
"e0257fac2081180c4bce24c9c6430182","veg",857
"0f52719ca22eb5ef81d3e8197532bf40","control",524
"75b916401ea32d72f535a2b91d74fc34","reduce",41
"5c2c8d5f827ce95091c9eb168aa0d880","control",975
"0b3066b1761bc1ae06dd0ccc9e238b8e","veg",464
"8fdd313043a44e2d1fca5328887f7705","reduce",700
"5a7ccce6119d8550425d3102db5c35d7","control",682
"63eee1fef7fe8b09de7605206576593f","veg",782
"b6db1b01fc8acda9807ca1a31a89b252","veg",647
"0b6bb1223f73ff39b9aeb760869da8b3","reduce",271
"2e7d300144c9f5750e642a6d479aaa98","reduce",473
"ff8a9c17a9a7d1a4f35daeb5a0a474d2","veg",0
"e025ce6eb45025636c5ade3bdcba2c5e","reduce",577
"4e052b141d672b47c627081010448e07","veg",207
"c7a07fb4d86fd8e95568f1b0cffc0c27","reduce",252
"78631176f482776afd18dda7804632af","veg",801
"6f377ceec2bad5f74ff73a7fdfeda4b1","control",596
"f1b3f0cef29e01acdd36bdc763bfaee9","control",262
"1d3124a6d4a86c2390ed37fb93129aa3","reduce",313
"f7a9e07c7951125650610635b7dfee7e","reduce",127
"0d93fdc4b3d759040954498a8b4a5203","reduce",295
"6271a6391307c813193cf60192eef3fc","veg",332
"0ad5edf92ba054c822b0a16e9ae3c223","reduce",877
"4cc7f2e004480cb48c85c165c4b2a166","veg",518
"37d6d43754e7f3fd3470df32767fabce","control",4
"19099dbb0e68cb242bcd9ef1b8b53855","veg",479
"735ff8993639faec759a9c54e3ea377f","veg",159
"36263e58472a9544c8fa2ac299d67bf4","veg",152
"ac36d7d66db5cee290520f0ab0d6bc3b","reduce",344
"efb4261e69024b00c9a6ee5bde2167c5","control",0
"5c3f39fdc20e660ed4d03aa9f0b59ad9","veg",117
"a07e386f97175feb58d737c4879da6fc","control",548
"1c991ba6f6936062f0d845dbda9a06e3","veg",466
"8c5a81cea03d0588e5b98ae081852f65","veg",507
"2c0499ad713178bcdb7fb7df69b09d9b","control",647
"28503b89ae9fbba603b818e95231aef4","control",13
"336a59d702a21e38b2f92bbe4331d660","control",0
"2d62ef0694d45279ff09b40c8122782a","reduce",58
"02bf7a99a5e47f4d52939ab7efc8a549","reduce",199
"9df72210ce3579cc5c81bd64589cd3ab","veg",681
"5e16e69598b01ed2872a6afa3fe73683","control",597
"f123a69e2ebacce6533fce314d6628f9","veg",153
"083bc0c93bf3ec98f13bd4ae88384b72","veg",974
"7d58495cd905f011ee2e29782f4976c3","reduce",87
"2b736b8c4ed2a08f2496e06af45e513f","control",772
"76394aaa0fad446f48011723d00815a5","reduce",0
"9cbdc1c9c80e74669f897c32cf1cc5d7","reduce",771
"e43f9514bc717589e8105a7c6a54113a","reduce",469
"01f77132597c38a509f240da63e1f348","control",845
"6689aed55ffff6f4eb1eb7c6393aca7c","veg",823
"a2cd5f18f12b663d791dd1f5d820e05d","veg",131
"62eb32ffb32e5f637a06545188abf7a4","reduce",847
"6a3552ed7da4d4a426c8002688897ea2","control",52
"e00d0e012d9d9a0de2e6867039876865","reduce",0
"1b8e1b147add4c3af138e9e671777812","control",522
"6c4e5cc1c4fa7beb546f3de3afea511c","control",492
"a6d5b48b96e0c40f8f548045f9df4307","veg",532
"deeabed62c5f1ef31a2b9accd9e21814","control",351
"2c1891f2e1120d16fbaaf7b555ef0f58","control",493
"e9b966f5ade663de7b1a417a56a20456","control",484
"71b52acf2c472bfdae38f5c975cb0728","reduce",501
"f1cf0770558bc3af2c3dafe6a2e5fc35","control",630
"71b52acf2c472bfdae38f5c975cb0728","reduce",501
"9561ff4a57c49daa6cad21cf7d979d4a","control",31
"7bc7db554d2e570fc2c93a571b5cafc6","control",716
"ba7856d0daf3128af9bda903603399b7","control",324
"6293e45fa12659125c032509832b68ce","reduce",947
"633a8654b14e6a5acf8b42cd50b4ef15","reduce",258
"d3bcd020ef09eb9233b2ff90c28c0603","reduce",552
"a8cdd167ca63edffa26e5b4e12ea209a","control",561
"73dff9b58a9538fb84764cb33232f15c","reduce",463
"a8daf0bb4eddd7d7f662ad4bb36aa322","veg",959
"9074f695a8e0a64a5f10799c72661260","control",600
"5740ecc3b688abe3ae208e65115d014f","control",115
"104cf5a40a0cb54603087e162a1a6134","control",123
"d250aa5d113f3539f272ae09b55bc6b7","control",335
"533fae0eb5d4bcac7c11cf3405c3a830","control",270
"13d9ec92228cc5ef791cce2725cadef9","control",217
"91ec709d989b5a9da1a7f99ddd52645b","control",659
"5cb4b2daeb3576cf5d8168e6c1aeb1c3","reduce",570
"71a0c6e142b3e9229d48fbbaf1a5d116","reduce",39
"0418a88f252e3fd58fb311d3bdcc17ba","control",657
"cc3698b9c4dda9996716fa2423b48225","veg",215
"ee03de058740e5bf4af2ca973a61466a","veg",631
"c3339a3774307f1f8bd9a64fb593a746","control",120
"aa330c31ea693f40defbadc4c0f3728f","control",963
"67f739f7c426f8b0f47b380e76f97be9","control",964
"70efedc64abbf0c000443fdcfd287eac","veg",1
"c108b365b9039b02e7fbeef48d3452fa","reduce",429
"2205bda7ba685d792534e16e6ba71a05","reduce",333
"79eabe0833f3d03cdad1ef1af711fd28","veg",695
"f18b75783a7425fd5d46954c2999daa3","control",763
"14e7aff54332bbd7d5a14b73fa45ac9d","veg",70
"972b7886c25dc5de2a3b1dea7f6f2f44","veg",231
"a36e4ea986fd8859eae8ab007c1c92e0","reduce",89
"ed83062df000cef15f8c8e2a0d8c70a5","control",931
"d521388fb70a74f6410a9c75c1457852","reduce",787
"4fa2d653ed672f7c3d8bae464ace66da","veg",632
"f2f30fb7273d83953ab030975ca16993","veg",892
"b61965b5a22b04b6552ca365fd991710","control",825
"3cc31729b46bd3a3383b6768be499784","veg",591
"1d3684df698474f9ad380b0d8a91f706","reduce",285
"22b0e4514f20b1ab55d5f881f5dbe602","veg",324
"d6d83e646a43187cc20667abf9dee028","reduce",187
"4b4838fc6e0e46e4d03751f63416edd4","control",161
"1742f2df1d9298c0531d4072442522bf","reduce",0
"8f41060204cf65ff4afa601c4245ce9c","veg",735
"024c55f2a3e5bef6ed815dd909b38f86","reduce",416
"3a1baca77ba09c835bc2b5750936c7b0","reduce",350
"d68e1eda1dccb5c16640aab580525f50","reduce",426
"d3d9f7313d8fb73d63389a29a3463cba","veg",402
"b1b7b49bed87aaf5a38f7306e2314ed1","veg",197
"a48a6b4ee7267683aa46419c5bb45835","veg",595
"71f1ae488c8b4f36e156d339300f7d80","control",87
"a2011e1993dd329cb5ebf4056c798087","veg",407
"9bf0e8b0cdf8b004bb69c942ccfea9da","control",755
"9d013da298c6c232d9e2888112942e46","reduce",606
"6780c7830f2d04910f0d20c159597d5e","control",377
"00f75d40ffffe3d5c5599f6a0a371872","control",165
"d074aba2304c2c3b98f9ddd19fd5e40f","control",78
"7149e197f37f419dda1cd05bffa07aed","control",65
"2832829d42086dcef99184571f38add8","reduce",56
"bdcf8c4041bfbb28581b655caee28111","reduce",159
"ea31a3fa1cab3b17ac9d2e172e091e6b","veg",145
"30a29dab53d23459146c12a1e299b649","control",340
"887e897dada75c67c8282d5af84bf349","reduce",820
"9a28d835aff8dc76b2fabfbbbb51d159","control",730
"3f3d3d45b1b4081a118b6b499477b2e4","control",409
"91f306f0fe88b74c8409af2d9000b8b9","veg",943
"0b3096d7aa54ef108a003aba59a082b6","veg",118
"dcaa0c441ec7e0d04a16b86367fcde8e","reduce",326
"0638fcd2fabe7cda41ba9ff1f879cd49","reduce",589
"7b9e72f05b8c49df17fefb45b0346878","reduce",972
"ffa4823eb0ff1bb9a4754491d6a176b8","veg",0
"1d9bd6d3771533f6ddd52b96889297e7","veg",371
"07c790f66a6371882339fbfdd66dfc25","reduce",584
"e91006f275de822ca495bf09621baea6","veg",225
"1c41e7db6900daeaeff88b1cc099d68b","reduce",43
"fe1693e87f129a9cc3d6fcd284f5235d","veg",238
"6f564553a58d0a8e0bf3ddc87eb4fd65","control",499
"e2863be063c7e0d7447e7646d78a5b86","reduce",259
"8c971216f8cf13e30740b0a2accbeb1a","reduce",432
"0dda83105809632b89425a29bc6f7fd0","reduce",555
"583ed49565530c3bd210cd17a9820e10","veg",550
"7300135a2220e1696fcb241e72178172","control",0
"e154a8db5a602884a0d83474b72da789","veg",863
"5ea55f040083951330b4421e35e7f224","veg",809
"05c54414c58a507c922f68feeaa3fad7","reduce",745
"86f6183e9eb78b54770ba6ceeb43e701","reduce",696
"a013d8ba79229f477b5b045bf35c7d57","reduce",791
"b1d726f7994c1aa00726a25cbe75bcb8","reduce",819
"d600c60df6778fc5a7dcf156627ea7c7","control",388
"b6f84fa5dfaac2dcbd44efe32f1d5cea","reduce",767
"1c19edac25b488a2757e2405554ed5f8","reduce",693
"344e4115276adcf64b528ce8e14aa311","reduce",506
"875e5206296b9e270cd2b9338e40897b","control",104
"6855743df9f4c437dd6060f3c1f88954","veg",829
"3a2b0a499d2ad2b73ab60852b7183eb3","control",696
"738e74ec893a1b767b563cd936d86a99","reduce",0
"71bf37011237d49f7eed73b2ab0efadd","control",0
"dd07bf062ae790efee9e2540d596694f","reduce",298
"ac8cb66afb694642207437e3850e1b40","reduce",936
"50955b77c3cb0fbdd45d14a6def1003d","control",255
"6cce29f06d80a21d3b27d0360488f961","reduce",825
"0276c08dd0c12d7129ba2528d4cf0ebc","control",508
"9d8fed4f9eb7dbbd2645f86bb6eb529f","control",459
"56e513376dbb88ff9dd54b0225161d55","veg",50
"bf83e899b1e8c4ddfbb4387542c6aba5","reduce",663
"ce782a7292090b2db1c41bc3cc9e3c30","veg",285
"726447357958c7f3389336e1586728c6","veg",150
"4e108a7e8d61221d8951d022b0aabf9f","reduce",203
"a015c6aae7b2053a1cc614d1e1f9c3a4","control",840
"517310bff933aeca53f5e4cd3fb6d219","veg",472
"4bd8bd70e2f3024d67ff2ff90d562312","reduce",607
"9ba076ef5f0b1e005a6be86f8bde0cae","reduce",671
"dc32a942cfc4c92192224a76ca1ffb31","veg",664
